#Thorlabs FTS
[SpectrumHeader]
#Date;20241107
#Time;16495687
#GMTTime;16495687
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00328119
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1500.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9774.790039
#WnrMax;54140.621094
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.847041931e+02;-4.409720656e-03
1.849254608e+02;-1.505530905e-03
1.851467285e+02;-2.160504693e-03
1.853679962e+02;-4.145889543e-03
1.855892487e+02;-1.557064243e-03
1.858105011e+02;6.816347595e-04
1.860317535e+02;1.432341756e-03
1.862529907e+02;1.355173066e-03
1.864742279e+02;1.697001979e-03
1.866954651e+02;2.876867307e-03
1.869166870e+02;9.490549564e-05
1.871379089e+02;1.605764963e-03
1.873591156e+02;-1.299388707e-03
1.875803375e+02;-3.924802877e-05
1.878015289e+02;-3.579142969e-03
1.880227356e+02;1.708744327e-03
1.882439270e+02;-3.102464601e-03
1.884651184e+02;-4.048372153e-03
1.886863098e+02;-9.032096714e-04
1.889074860e+02;-1.304155216e-03
1.891286621e+02;-3.554992378e-03
1.893498230e+02;-3.796814708e-03
1.895709839e+02;-1.817440148e-03
1.897921448e+02;-1.878139097e-03
1.900133057e+02;-3.793573705e-05
1.902344513e+02;-1.375371823e-03
1.904555969e+02;-3.984198906e-03
1.906767273e+02;1.618769020e-04
1.908978577e+02;-1.136907376e-03
1.911189880e+02;1.661697752e-03
1.913401184e+02;3.833590308e-03
1.915612335e+02;1.429717289e-03
1.917823486e+02;2.620234620e-03
1.920034485e+02;1.662431168e-03
1.922245483e+02;-6.048562936e-04
1.924456482e+02;-1.782551408e-06
1.926667480e+02;-7.747677155e-04
1.928878326e+02;-4.412555136e-04
1.931089172e+02;-4.411783302e-04
1.933299866e+02;-1.343444921e-03
1.935510559e+02;-3.158909269e-03
1.937721252e+02;-5.602399353e-03
1.939931946e+02;-1.708652824e-03
1.942142487e+02;-3.583369078e-03
1.944353027e+02;-6.125901826e-03
1.946563416e+02;-3.330267966e-03
1.948773956e+02;-2.927469090e-03
1.950984344e+02;-2.683582716e-03
1.953194580e+02;-2.549727913e-03
1.955404968e+02;-2.857372165e-03
1.957615051e+02;-1.711855875e-03
1.959825287e+02;1.238603145e-04
1.962035370e+02;2.014545724e-03
1.964245453e+02;1.153546502e-03
1.966455536e+02;3.465210320e-04
1.968665619e+02;9.762551636e-04
1.970875549e+02;-2.322718501e-06
1.973085327e+02;2.620215295e-03
1.975295258e+02;1.471476397e-03
1.977505035e+02;-3.479532897e-04
1.979714813e+02;1.076859422e-03
1.981924438e+02;-9.924973128e-04
1.984134064e+02;-2.391732298e-03
1.986343689e+02;-2.541449387e-03
1.988553314e+02;-9.875572287e-04
1.990762787e+02;-2.074960386e-03
1.992972260e+02;-3.414036706e-03
1.995181580e+02;-2.519730479e-03
1.997390900e+02;-2.073899144e-03
1.999600220e+02;-1.626369311e-03
2.001809540e+02;-6.085422356e-04
2.004018707e+02;-1.220309641e-03
2.006227875e+02;-7.942290977e-04
2.008437042e+02;2.706667874e-05
2.010646210e+02;1.135011669e-03
2.012855225e+02;2.455726266e-03
2.015064087e+02;6.094826385e-04
2.017273102e+02;3.360173665e-03
2.019481964e+02;-7.172527257e-04
2.021690826e+02;-1.963842660e-04
2.023899689e+02;4.483908415e-04
2.026108398e+02;-1.072985586e-03
2.028317108e+02;-1.845102641e-03
2.030525665e+02;-4.565673880e-04
2.032734375e+02;-1.411051955e-03
2.034942932e+02;-3.068521619e-03
2.037151489e+02;-2.223480958e-03
2.039359894e+02;5.007921718e-04
2.041568298e+02;2.476908267e-04
2.043776703e+02;1.980585512e-04
2.045985107e+02;-3.352334257e-03
2.048193359e+02;-2.073744545e-03
2.050401611e+02;-1.543835737e-03
2.052609711e+02;-1.948583522e-03
2.054817963e+02;-1.524220221e-03
2.057026062e+02;1.246617176e-03
2.059234161e+02;2.093297895e-03
2.061442108e+02;-8.669502567e-04
